flavor,hvg_input,raw_counts_required,group,group_name,group_label,holdout_ids,mode,mode_description,model,model_label,condition,source,target,data_file,result_tag,result_dir,train_sbatch,eval_sbatch,eval_flags
seurat,X (log-norm),False,d,cd4,CD4 only,CL:0000624,ood,OOD: model sees zero holdout cells; eval on fixed held-out half,scgen,scGen,condition,mouse,human,datasets/speciesot-human-mouse-hvg/hvg_seurat_d_v07.h5ad,hvg_seurat_d_ood,results/hvg_seurat_d_ood/scgen,sbatch/train/train_hvg_seurat_d_ood_scgen.sbatch,sbatch/eval/eval_hvg_seurat_d_ood_scgen.sbatch,--setting ood --where latent_space --embedding ae
seurat,X (log-norm),False,d,cd4,CD4 only,CL:0000624,ood,OOD: model sees zero holdout cells; eval on fixed held-out half,impact_cellot,IMPACT_CellOT,condition,mouse,human,datasets/speciesot-human-mouse-hvg/hvg_seurat_d_v07.h5ad,hvg_seurat_d_ood,results/hvg_seurat_d_ood/impact_cellot,sbatch/train/train_hvg_seurat_d_ood_impact_cellot.sbatch,sbatch/eval/eval_hvg_seurat_d_ood_impact_cellot.sbatch,--setting ood --where latent_space
seurat,X (log-norm),False,d,cd4,CD4 only,CL:0000624,iid,IID: model sees half holdout cells in training; eval on the other (fixed) half,scgen,scGen,condition,mouse,human,datasets/speciesot-human-mouse-hvg/hvg_seurat_d_v07.h5ad,hvg_seurat_d_iid,results/hvg_seurat_d_iid/scgen,sbatch/train/train_hvg_seurat_d_iid_scgen.sbatch,sbatch/eval/eval_hvg_seurat_d_iid_scgen.sbatch,--setting ood --where latent_space --embedding ae
seurat,X (log-norm),False,d,cd4,CD4 only,CL:0000624,iid,IID: model sees half holdout cells in training; eval on the other (fixed) half,impact_cellot,IMPACT_CellOT,condition,mouse,human,datasets/speciesot-human-mouse-hvg/hvg_seurat_d_v07.h5ad,hvg_seurat_d_iid,results/hvg_seurat_d_iid/impact_cellot,sbatch/train/train_hvg_seurat_d_iid_impact_cellot.sbatch,sbatch/eval/eval_hvg_seurat_d_iid_impact_cellot.sbatch,--setting ood --where latent_space
cell_ranger,X (log-norm),False,a,cd8,CD8 only,CL:0000625,ood,OOD: model sees zero holdout cells; eval on fixed held-out half,scgen,scGen,condition,mouse,human,datasets/speciesot-human-mouse-hvg/hvg_cell_ranger_a_v07.h5ad,hvg_cell_ranger_a_ood,results/hvg_cell_ranger_a_ood/scgen,sbatch/train/train_hvg_cell_ranger_a_ood_scgen.sbatch,sbatch/eval/eval_hvg_cell_ranger_a_ood_scgen.sbatch,--setting ood --where latent_space --embedding ae
cell_ranger,X (log-norm),False,a,cd8,CD8 only,CL:0000625,ood,OOD: model sees zero holdout cells; eval on fixed held-out half,impact_cellot,IMPACT_CellOT,condition,mouse,human,datasets/speciesot-human-mouse-hvg/hvg_cell_ranger_a_v07.h5ad,hvg_cell_ranger_a_ood,results/hvg_cell_ranger_a_ood/impact_cellot,sbatch/train/train_hvg_cell_ranger_a_ood_impact_cellot.sbatch,sbatch/eval/eval_hvg_cell_ranger_a_ood_impact_cellot.sbatch,--setting ood --where latent_space
cell_ranger,X (log-norm),False,a,cd8,CD8 only,CL:0000625,iid,IID: model sees half holdout cells in training; eval on the other (fixed) half,scgen,scGen,condition,mouse,human,datasets/speciesot-human-mouse-hvg/hvg_cell_ranger_a_v07.h5ad,hvg_cell_ranger_a_iid,results/hvg_cell_ranger_a_iid/scgen,sbatch/train/train_hvg_cell_ranger_a_iid_scgen.sbatch,sbatch/eval/eval_hvg_cell_ranger_a_iid_scgen.sbatch,--setting ood --where latent_space --embedding ae
cell_ranger,X (log-norm),False,a,cd8,CD8 only,CL:0000625,iid,IID: model sees half holdout cells in training; eval on the other (fixed) half,impact_cellot,IMPACT_CellOT,condition,mouse,human,datasets/speciesot-human-mouse-hvg/hvg_cell_ranger_a_v07.h5ad,hvg_cell_ranger_a_iid,results/hvg_cell_ranger_a_iid/impact_cellot,sbatch/train/train_hvg_cell_ranger_a_iid_impact_cellot.sbatch,sbatch/eval/eval_hvg_cell_ranger_a_iid_impact_cellot.sbatch,--setting ood --where latent_space
cell_ranger,X (log-norm),False,b,cd8_thymo,CD8 + thymocyte combined,CL:0000625;CL:0000893,ood,OOD: model sees zero holdout cells; eval on fixed held-out half,scgen,scGen,condition,mouse,human,datasets/speciesot-human-mouse-hvg/hvg_cell_ranger_b_v07.h5ad,hvg_cell_ranger_b_ood,results/hvg_cell_ranger_b_ood/scgen,sbatch/train/train_hvg_cell_ranger_b_ood_scgen.sbatch,sbatch/eval/eval_hvg_cell_ranger_b_ood_scgen.sbatch,--setting ood --where latent_space --embedding ae
cell_ranger,X (log-norm),False,b,cd8_thymo,CD8 + thymocyte combined,CL:0000625;CL:0000893,ood,OOD: model sees zero holdout cells; eval on fixed held-out half,impact_cellot,IMPACT_CellOT,condition,mouse,human,datasets/speciesot-human-mouse-hvg/hvg_cell_ranger_b_v07.h5ad,hvg_cell_ranger_b_ood,results/hvg_cell_ranger_b_ood/impact_cellot,sbatch/train/train_hvg_cell_ranger_b_ood_impact_cellot.sbatch,sbatch/eval/eval_hvg_cell_ranger_b_ood_impact_cellot.sbatch,--setting ood --where latent_space
cell_ranger,X (log-norm),False,b,cd8_thymo,CD8 + thymocyte combined,CL:0000625;CL:0000893,iid,IID: model sees half holdout cells in training; eval on the other (fixed) half,scgen,scGen,condition,mouse,human,datasets/speciesot-human-mouse-hvg/hvg_cell_ranger_b_v07.h5ad,hvg_cell_ranger_b_iid,results/hvg_cell_ranger_b_iid/scgen,sbatch/train/train_hvg_cell_ranger_b_iid_scgen.sbatch,sbatch/eval/eval_hvg_cell_ranger_b_iid_scgen.sbatch,--setting ood --where latent_space --embedding ae
cell_ranger,X (log-norm),False,b,cd8_thymo,CD8 + thymocyte combined,CL:0000625;CL:0000893,iid,IID: model sees half holdout cells in training; eval on the other (fixed) half,impact_cellot,IMPACT_CellOT,condition,mouse,human,datasets/speciesot-human-mouse-hvg/hvg_cell_ranger_b_v07.h5ad,hvg_cell_ranger_b_iid,results/hvg_cell_ranger_b_iid/impact_cellot,sbatch/train/train_hvg_cell_ranger_b_iid_impact_cellot.sbatch,sbatch/eval/eval_hvg_cell_ranger_b_iid_impact_cellot.sbatch,--setting ood --where latent_space
cell_ranger,X (log-norm),False,c,tcell_subtypes,CD4 + CD8 + thymocyte combined,CL:0000624;CL:0000625;CL:0000893,ood,OOD: model sees zero holdout cells; eval on fixed held-out half,scgen,scGen,condition,mouse,human,datasets/speciesot-human-mouse-hvg/hvg_cell_ranger_c_v07.h5ad,hvg_cell_ranger_c_ood,results/hvg_cell_ranger_c_ood/scgen,sbatch/train/train_hvg_cell_ranger_c_ood_scgen.sbatch,sbatch/eval/eval_hvg_cell_ranger_c_ood_scgen.sbatch,--setting ood --where latent_space --embedding ae
cell_ranger,X (log-norm),False,c,tcell_subtypes,CD4 + CD8 + thymocyte combined,CL:0000624;CL:0000625;CL:0000893,ood,OOD: model sees zero holdout cells; eval on fixed held-out half,impact_cellot,IMPACT_CellOT,condition,mouse,human,datasets/speciesot-human-mouse-hvg/hvg_cell_ranger_c_v07.h5ad,hvg_cell_ranger_c_ood,results/hvg_cell_ranger_c_ood/impact_cellot,sbatch/train/train_hvg_cell_ranger_c_ood_impact_cellot.sbatch,sbatch/eval/eval_hvg_cell_ranger_c_ood_impact_cellot.sbatch,--setting ood --where latent_space
cell_ranger,X (log-norm),False,c,tcell_subtypes,CD4 + CD8 + thymocyte combined,CL:0000624;CL:0000625;CL:0000893,iid,IID: model sees half holdout cells in training; eval on the other (fixed) half,scgen,scGen,condition,mouse,human,datasets/speciesot-human-mouse-hvg/hvg_cell_ranger_c_v07.h5ad,hvg_cell_ranger_c_iid,results/hvg_cell_ranger_c_iid/scgen,sbatch/train/train_hvg_cell_ranger_c_iid_scgen.sbatch,sbatch/eval/eval_hvg_cell_ranger_c_iid_scgen.sbatch,--setting ood --where latent_space --embedding ae
cell_ranger,X (log-norm),False,c,tcell_subtypes,CD4 + CD8 + thymocyte combined,CL:0000624;CL:0000625;CL:0000893,iid,IID: model sees half holdout cells in training; eval on the other (fixed) half,impact_cellot,IMPACT_CellOT,condition,mouse,human,datasets/speciesot-human-mouse-hvg/hvg_cell_ranger_c_v07.h5ad,hvg_cell_ranger_c_iid,results/hvg_cell_ranger_c_iid/impact_cellot,sbatch/train/train_hvg_cell_ranger_c_iid_impact_cellot.sbatch,sbatch/eval/eval_hvg_cell_ranger_c_iid_impact_cellot.sbatch,--setting ood --where latent_space
cell_ranger,X (log-norm),False,d,cd4,CD4 only,CL:0000624,ood,OOD: model sees zero holdout cells; eval on fixed held-out half,scgen,scGen,condition,mouse,human,datasets/speciesot-human-mouse-hvg/hvg_cell_ranger_d_v07.h5ad,hvg_cell_ranger_d_ood,results/hvg_cell_ranger_d_ood/scgen,sbatch/train/train_hvg_cell_ranger_d_ood_scgen.sbatch,sbatch/eval/eval_hvg_cell_ranger_d_ood_scgen.sbatch,--setting ood --where latent_space --embedding ae
cell_ranger,X (log-norm),False,d,cd4,CD4 only,CL:0000624,ood,OOD: model sees zero holdout cells; eval on fixed held-out half,impact_cellot,IMPACT_CellOT,condition,mouse,human,datasets/speciesot-human-mouse-hvg/hvg_cell_ranger_d_v07.h5ad,hvg_cell_ranger_d_ood,results/hvg_cell_ranger_d_ood/impact_cellot,sbatch/train/train_hvg_cell_ranger_d_ood_impact_cellot.sbatch,sbatch/eval/eval_hvg_cell_ranger_d_ood_impact_cellot.sbatch,--setting ood --where latent_space
cell_ranger,X (log-norm),False,d,cd4,CD4 only,CL:0000624,iid,IID: model sees half holdout cells in training; eval on the other (fixed) half,scgen,scGen,condition,mouse,human,datasets/speciesot-human-mouse-hvg/hvg_cell_ranger_d_v07.h5ad,hvg_cell_ranger_d_iid,results/hvg_cell_ranger_d_iid/scgen,sbatch/train/train_hvg_cell_ranger_d_iid_scgen.sbatch,sbatch/eval/eval_hvg_cell_ranger_d_iid_scgen.sbatch,--setting ood --where latent_space --embedding ae
cell_ranger,X (log-norm),False,d,cd4,CD4 only,CL:0000624,iid,IID: model sees half holdout cells in training; eval on the other (fixed) half,impact_cellot,IMPACT_CellOT,condition,mouse,human,datasets/speciesot-human-mouse-hvg/hvg_cell_ranger_d_v07.h5ad,hvg_cell_ranger_d_iid,results/hvg_cell_ranger_d_iid/impact_cellot,sbatch/train/train_hvg_cell_ranger_d_iid_impact_cellot.sbatch,sbatch/eval/eval_hvg_cell_ranger_d_iid_impact_cellot.sbatch,--setting ood --where latent_space
seurat_v3,layers['counts'],True,a,cd8,CD8 only,CL:0000625,ood,OOD: model sees zero holdout cells; eval on fixed held-out half,scgen,scGen,condition,mouse,human,datasets/speciesot-human-mouse-hvg/hvg_seurat_v3_a_v07.h5ad,hvg_seurat_v3_a_ood,results/hvg_seurat_v3_a_ood/scgen,sbatch/train/train_hvg_seurat_v3_a_ood_scgen.sbatch,sbatch/eval/eval_hvg_seurat_v3_a_ood_scgen.sbatch,--setting ood --where latent_space --embedding ae
seurat_v3,layers['counts'],True,a,cd8,CD8 only,CL:0000625,ood,OOD: model sees zero holdout cells; eval on fixed held-out half,impact_cellot,IMPACT_CellOT,condition,mouse,human,datasets/speciesot-human-mouse-hvg/hvg_seurat_v3_a_v07.h5ad,hvg_seurat_v3_a_ood,results/hvg_seurat_v3_a_ood/impact_cellot,sbatch/train/train_hvg_seurat_v3_a_ood_impact_cellot.sbatch,sbatch/eval/eval_hvg_seurat_v3_a_ood_impact_cellot.sbatch,--setting ood --where latent_space
seurat_v3,layers['counts'],True,a,cd8,CD8 only,CL:0000625,iid,IID: model sees half holdout cells in training; eval on the other (fixed) half,scgen,scGen,condition,mouse,human,datasets/speciesot-human-mouse-hvg/hvg_seurat_v3_a_v07.h5ad,hvg_seurat_v3_a_iid,results/hvg_seurat_v3_a_iid/scgen,sbatch/train/train_hvg_seurat_v3_a_iid_scgen.sbatch,sbatch/eval/eval_hvg_seurat_v3_a_iid_scgen.sbatch,--setting ood --where latent_space --embedding ae
seurat_v3,layers['counts'],True,a,cd8,CD8 only,CL:0000625,iid,IID: model sees half holdout cells in training; eval on the other (fixed) half,impact_cellot,IMPACT_CellOT,condition,mouse,human,datasets/speciesot-human-mouse-hvg/hvg_seurat_v3_a_v07.h5ad,hvg_seurat_v3_a_iid,results/hvg_seurat_v3_a_iid/impact_cellot,sbatch/train/train_hvg_seurat_v3_a_iid_impact_cellot.sbatch,sbatch/eval/eval_hvg_seurat_v3_a_iid_impact_cellot.sbatch,--setting ood --where latent_space
seurat_v3,layers['counts'],True,b,cd8_thymo,CD8 + thymocyte combined,CL:0000625;CL:0000893,ood,OOD: model sees zero holdout cells; eval on fixed held-out half,scgen,scGen,condition,mouse,human,datasets/speciesot-human-mouse-hvg/hvg_seurat_v3_b_v07.h5ad,hvg_seurat_v3_b_ood,results/hvg_seurat_v3_b_ood/scgen,sbatch/train/train_hvg_seurat_v3_b_ood_scgen.sbatch,sbatch/eval/eval_hvg_seurat_v3_b_ood_scgen.sbatch,--setting ood --where latent_space --embedding ae
seurat_v3,layers['counts'],True,b,cd8_thymo,CD8 + thymocyte combined,CL:0000625;CL:0000893,ood,OOD: model sees zero holdout cells; eval on fixed held-out half,impact_cellot,IMPACT_CellOT,condition,mouse,human,datasets/speciesot-human-mouse-hvg/hvg_seurat_v3_b_v07.h5ad,hvg_seurat_v3_b_ood,results/hvg_seurat_v3_b_ood/impact_cellot,sbatch/train/train_hvg_seurat_v3_b_ood_impact_cellot.sbatch,sbatch/eval/eval_hvg_seurat_v3_b_ood_impact_cellot.sbatch,--setting ood --where latent_space
seurat_v3,layers['counts'],True,b,cd8_thymo,CD8 + thymocyte combined,CL:0000625;CL:0000893,iid,IID: model sees half holdout cells in training; eval on the other (fixed) half,scgen,scGen,condition,mouse,human,datasets/speciesot-human-mouse-hvg/hvg_seurat_v3_b_v07.h5ad,hvg_seurat_v3_b_iid,results/hvg_seurat_v3_b_iid/scgen,sbatch/train/train_hvg_seurat_v3_b_iid_scgen.sbatch,sbatch/eval/eval_hvg_seurat_v3_b_iid_scgen.sbatch,--setting ood --where latent_space --embedding ae
seurat_v3,layers['counts'],True,b,cd8_thymo,CD8 + thymocyte combined,CL:0000625;CL:0000893,iid,IID: model sees half holdout cells in training; eval on the other (fixed) half,impact_cellot,IMPACT_CellOT,condition,mouse,human,datasets/speciesot-human-mouse-hvg/hvg_seurat_v3_b_v07.h5ad,hvg_seurat_v3_b_iid,results/hvg_seurat_v3_b_iid/impact_cellot,sbatch/train/train_hvg_seurat_v3_b_iid_impact_cellot.sbatch,sbatch/eval/eval_hvg_seurat_v3_b_iid_impact_cellot.sbatch,--setting ood --where latent_space
seurat_v3,layers['counts'],True,c,tcell_subtypes,CD4 + CD8 + thymocyte combined,CL:0000624;CL:0000625;CL:0000893,ood,OOD: model sees zero holdout cells; eval on fixed held-out half,scgen,scGen,condition,mouse,human,datasets/speciesot-human-mouse-hvg/hvg_seurat_v3_c_v07.h5ad,hvg_seurat_v3_c_ood,results/hvg_seurat_v3_c_ood/scgen,sbatch/train/train_hvg_seurat_v3_c_ood_scgen.sbatch,sbatch/eval/eval_hvg_seurat_v3_c_ood_scgen.sbatch,--setting ood --where latent_space --embedding ae
seurat_v3,layers['counts'],True,c,tcell_subtypes,CD4 + CD8 + thymocyte combined,CL:0000624;CL:0000625;CL:0000893,ood,OOD: model sees zero holdout cells; eval on fixed held-out half,impact_cellot,IMPACT_CellOT,condition,mouse,human,datasets/speciesot-human-mouse-hvg/hvg_seurat_v3_c_v07.h5ad,hvg_seurat_v3_c_ood,results/hvg_seurat_v3_c_ood/impact_cellot,sbatch/train/train_hvg_seurat_v3_c_ood_impact_cellot.sbatch,sbatch/eval/eval_hvg_seurat_v3_c_ood_impact_cellot.sbatch,--setting ood --where latent_space
seurat_v3,layers['counts'],True,c,tcell_subtypes,CD4 + CD8 + thymocyte combined,CL:0000624;CL:0000625;CL:0000893,iid,IID: model sees half holdout cells in training; eval on the other (fixed) half,scgen,scGen,condition,mouse,human,datasets/speciesot-human-mouse-hvg/hvg_seurat_v3_c_v07.h5ad,hvg_seurat_v3_c_iid,results/hvg_seurat_v3_c_iid/scgen,sbatch/train/train_hvg_seurat_v3_c_iid_scgen.sbatch,sbatch/eval/eval_hvg_seurat_v3_c_iid_scgen.sbatch,--setting ood --where latent_space --embedding ae
seurat_v3,layers['counts'],True,c,tcell_subtypes,CD4 + CD8 + thymocyte combined,CL:0000624;CL:0000625;CL:0000893,iid,IID: model sees half holdout cells in training; eval on the other (fixed) half,impact_cellot,IMPACT_CellOT,condition,mouse,human,datasets/speciesot-human-mouse-hvg/hvg_seurat_v3_c_v07.h5ad,hvg_seurat_v3_c_iid,results/hvg_seurat_v3_c_iid/impact_cellot,sbatch/train/train_hvg_seurat_v3_c_iid_impact_cellot.sbatch,sbatch/eval/eval_hvg_seurat_v3_c_iid_impact_cellot.sbatch,--setting ood --where latent_space
seurat_v3,layers['counts'],True,d,cd4,CD4 only,CL:0000624,ood,OOD: model sees zero holdout cells; eval on fixed held-out half,scgen,scGen,condition,mouse,human,datasets/speciesot-human-mouse-hvg/hvg_seurat_v3_d_v07.h5ad,hvg_seurat_v3_d_ood,results/hvg_seurat_v3_d_ood/scgen,sbatch/train/train_hvg_seurat_v3_d_ood_scgen.sbatch,sbatch/eval/eval_hvg_seurat_v3_d_ood_scgen.sbatch,--setting ood --where latent_space --embedding ae
seurat_v3,layers['counts'],True,d,cd4,CD4 only,CL:0000624,ood,OOD: model sees zero holdout cells; eval on fixed held-out half,impact_cellot,IMPACT_CellOT,condition,mouse,human,datasets/speciesot-human-mouse-hvg/hvg_seurat_v3_d_v07.h5ad,hvg_seurat_v3_d_ood,results/hvg_seurat_v3_d_ood/impact_cellot,sbatch/train/train_hvg_seurat_v3_d_ood_impact_cellot.sbatch,sbatch/eval/eval_hvg_seurat_v3_d_ood_impact_cellot.sbatch,--setting ood --where latent_space
seurat_v3,layers['counts'],True,d,cd4,CD4 only,CL:0000624,iid,IID: model sees half holdout cells in training; eval on the other (fixed) half,scgen,scGen,condition,mouse,human,datasets/speciesot-human-mouse-hvg/hvg_seurat_v3_d_v07.h5ad,hvg_seurat_v3_d_iid,results/hvg_seurat_v3_d_iid/scgen,sbatch/train/train_hvg_seurat_v3_d_iid_scgen.sbatch,sbatch/eval/eval_hvg_seurat_v3_d_iid_scgen.sbatch,--setting ood --where latent_space --embedding ae
seurat_v3,layers['counts'],True,d,cd4,CD4 only,CL:0000624,iid,IID: model sees half holdout cells in training; eval on the other (fixed) half,impact_cellot,IMPACT_CellOT,condition,mouse,human,datasets/speciesot-human-mouse-hvg/hvg_seurat_v3_d_v07.h5ad,hvg_seurat_v3_d_iid,results/hvg_seurat_v3_d_iid/impact_cellot,sbatch/train/train_hvg_seurat_v3_d_iid_impact_cellot.sbatch,sbatch/eval/eval_hvg_seurat_v3_d_iid_impact_cellot.sbatch,--setting ood --where latent_space
seurat_v3_paper,layers['counts'],True,a,cd8,CD8 only,CL:0000625,ood,OOD: model sees zero holdout cells; eval on fixed held-out half,scgen,scGen,condition,mouse,human,datasets/speciesot-human-mouse-hvg/hvg_seurat_v3_paper_a_v07.h5ad,hvg_seurat_v3_paper_a_ood,results/hvg_seurat_v3_paper_a_ood/scgen,sbatch/train/train_hvg_seurat_v3_paper_a_ood_scgen.sbatch,sbatch/eval/eval_hvg_seurat_v3_paper_a_ood_scgen.sbatch,--setting ood --where latent_space --embedding ae
seurat_v3_paper,layers['counts'],True,a,cd8,CD8 only,CL:0000625,ood,OOD: model sees zero holdout cells; eval on fixed held-out half,impact_cellot,IMPACT_CellOT,condition,mouse,human,datasets/speciesot-human-mouse-hvg/hvg_seurat_v3_paper_a_v07.h5ad,hvg_seurat_v3_paper_a_ood,results/hvg_seurat_v3_paper_a_ood/impact_cellot,sbatch/train/train_hvg_seurat_v3_paper_a_ood_impact_cellot.sbatch,sbatch/eval/eval_hvg_seurat_v3_paper_a_ood_impact_cellot.sbatch,--setting ood --where latent_space
seurat_v3_paper,layers['counts'],True,a,cd8,CD8 only,CL:0000625,iid,IID: model sees half holdout cells in training; eval on the other (fixed) half,scgen,scGen,condition,mouse,human,datasets/speciesot-human-mouse-hvg/hvg_seurat_v3_paper_a_v07.h5ad,hvg_seurat_v3_paper_a_iid,results/hvg_seurat_v3_paper_a_iid/scgen,sbatch/train/train_hvg_seurat_v3_paper_a_iid_scgen.sbatch,sbatch/eval/eval_hvg_seurat_v3_paper_a_iid_scgen.sbatch,--setting ood --where latent_space --embedding ae
seurat_v3_paper,layers['counts'],True,a,cd8,CD8 only,CL:0000625,iid,IID: model sees half holdout cells in training; eval on the other (fixed) half,impact_cellot,IMPACT_CellOT,condition,mouse,human,datasets/speciesot-human-mouse-hvg/hvg_seurat_v3_paper_a_v07.h5ad,hvg_seurat_v3_paper_a_iid,results/hvg_seurat_v3_paper_a_iid/impact_cellot,sbatch/train/train_hvg_seurat_v3_paper_a_iid_impact_cellot.sbatch,sbatch/eval/eval_hvg_seurat_v3_paper_a_iid_impact_cellot.sbatch,--setting ood --where latent_space
